customer_id,total_purchases,avg_order_value,days_since_last_purchase,total_spend,purchase_frequency_monthly,num_categories_bought,num_returns,true_segment
2423,20,212.08,21,3577.91,3.05,6,2,Loyal
791,43,536.91,19,6861.36,3.69,7,1,Champions
4276,1,49.53,289,108.71,0.43,1,1,Lost
462,46,585.07,24,8488.21,5.41,7,0,Champions
4403,4,46.94,288,406.73,0.37,1,1,Lost
552,41,597.35,14,7980.52,3.71,8,1,Champions
3130,14,74.04,104,1107.19,1.4,3,2,At Risk
1445,26,215.01,81,4901.74,2.35,3,1,Loyal
199,34,563.16,6,8313.47,5.41,9,0,Champions
2590,6,90.51,135,755.46,0.9,3,1,At Risk
403,30,472.95,4,7032.23,4.82,7,1,Champions
3960,7,62.47,222,498.52,0.15,2,0,Lost
4190,7,50.37,342,216.83,0.33,1,0,Lost
4764,2,70.93,267,426.31,0.39,2,1,Lost
2096,23,132.72,39,1809.53,2.4,3,0,Loyal
2901,18,135.48,117,836.29,0.73,2,1,At Risk
4463,2,49.77,213,107.06,0.36,2,1,Lost
651,55,320.35,16,5756.05,4.73,8,1,Champions
709,50,487.87,14,11223.43,3.31,6,0,Champions
1481,18,219.64,25,3361.84,3.12,6,2,Loyal
4415,7,29.66,218,300.65,0.28,2,0,Lost
3066,7,100.39,104,591.77,0.6,3,1,At Risk
2396,17,286.85,32,4990.3,1.56,5,2,Loyal
1770,21,189.51,25,4383.93,3.3,5,1,Loyal
315,35,524.99,29,8112.17,3.98,8,1,Champions
3762,1,78.9,235,349.67,0.31,2,0,Lost
4910,1,43.91,286,202.34,0.22,2,0,Lost
114,50,326.08,14,9225.48,3.58,6,1,Champions
961,52,439.05,21,7642.76,3.6,6,1,Champions
2911,10,75.11,148,1242.09,0.86,2,1,At Risk
3406,5,89.0,169,968.85,1.28,2,2,At Risk
1624,23,252.57,56,1633.41,1.95,4,0,Loyal
3323,12,105.68,140,1582.05,1.16,3,1,At Risk
5000,7,50.14,225,356.27,0.35,2,0,Lost
1819,19,155.09,55,3863.92,2.65,4,2,Loyal
3195,6,94.91,146,1754.2,1.0,4,1,At Risk
3008,8,80.35,113,1755.11,0.7,4,1,At Risk
3415,9,143.86,115,1424.44,1.41,2,3,At Risk
4529,6,67.76,267,420.64,0.23,2,1,Lost
1898,27,191.22,72,4570.81,2.69,5,2,Loyal
1919,26,153.02,45,1720.83,3.23,3,0,Loyal
1271,18,163.46,26,3097.08,1.51,6,0,Loyal
4177,1,45.57,322,353.68,0.32,1,0,Lost
4963,1,22.76,346,377.22,0.45,2,1,Lost
4884,1,65.49,283,536.51,0.44,1,1,Lost
4095,6,69.69,268,343.91,0.49,1,0,Lost
3160,15,129.92,174,615.98,1.47,2,2,At Risk
1814,30,108.63,43,3036.18,1.64,3,0,Loyal
2427,26,101.31,89,2671.53,2.19,5,2,Loyal
3951,4,41.53,287,425.64,0.48,2,1,Lost
4429,4,63.32,213,343.76,0.4,1,0,Lost
2143,17,230.63,85,4694.45,3.01,5,0,Loyal
1627,20,154.82,60,4541.33,2.11,4,0,Loyal
790,36,354.64,13,10911.3,4.67,9,1,Champions
3787,1,21.14,337,173.28,0.2,1,1,Lost
1865,29,224.79,42,4776.52,2.2,5,0,Loyal
2866,10,109.13,147,926.24,0.56,2,2,At Risk
872,30,475.61,11,6952.41,4.72,8,1,Champions
3272,17,138.71,187,868.83,0.85,3,2,At Risk
3834,3,68.02,228,181.55,0.12,2,1,Lost
74,57,311.79,17,8523.75,3.9,6,1,Champions
1753,18,227.23,32,1571.67,2.01,3,0,Loyal
1422,21,100.78,74,3060.82,2.98,5,2,Loyal
4222,1,74.8,344,141.44,0.12,2,1,Lost
4694,3,27.69,309,134.93,0.39,1,0,Lost
4370,4,21.19,253,584.97,0.2,2,1,Lost
4576,4,49.27,319,103.12,0.45,1,1,Lost
3810,7,78.3,231,329.77,0.31,1,1,Lost
2245,25,257.88,79,2533.41,2.73,4,1,Loyal
3048,17,52.75,126,1333.16,1.11,2,1,At Risk
2446,24,110.96,64,4303.53,1.97,5,0,Loyal
495,38,478.88,19,9493.5,5.58,8,1,Champions
3131,7,90.65,161,926.04,1.01,2,2,At Risk
4322,3,48.44,362,261.91,0.48,2,1,Lost
4398,7,49.9,232,418.73,0.34,1,1,Lost
1165,30,128.8,43,1982.17,2.6,3,1,Loyal
3735,10,107.46,145,763.66,1.24,4,3,At Risk
1731,28,103.1,78,4099.56,3.27,6,2,Loyal
4813,5,24.11,237,466.08,0.43,1,0,Lost
2403,24,211.11,79,3109.48,2.34,5,0,Loyal
3404,17,105.27,164,808.13,1.26,4,3,At Risk
619,57,525.81,29,7655.83,3.83,9,0,Champions
1698,24,170.72,44,2672.82,2.62,5,2,Loyal
3594,19,50.36,160,798.84,0.93,3,1,At Risk
1958,16,132.92,57,4430.66,2.05,6,0,Loyal
1222,33,296.68,49,3530.13,1.85,5,0,Loyal
2074,28,296.98,35,2677.44,2.12,4,1,Loyal
3411,10,135.62,174,966.89,0.66,3,3,At Risk
870,54,553.25,18,7740.72,3.15,6,1,Champions
2719,9,132.81,176,936.96,0.54,2,2,At Risk
1043,32,115.34,58,4286.65,3.0,3,1,Loyal
1362,15,220.4,87,4873.8,1.88,5,0,Loyal
357,45,419.16,29,8023.33,4.95,7,0,Champions
1163,29,231.36,80,4672.37,1.62,5,0,Loyal
2766,10,96.83,183,1848.32,1.0,3,1,At Risk
3253,7,89.37,191,1547.76,1.39,3,1,At Risk
1439,32,193.72,50,2353.45,1.55,6,1,Loyal
3604,5,103.05,140,1521.05,0.81,2,3,At Risk
4941,1,72.88,282,504.35,0.24,2,0,Lost
4594,7,57.5,236,570.87,0.45,2,0,Lost
3640,17,89.32,128,729.18,0.63,2,2,At Risk
1254,31,144.09,42,2813.36,1.52,3,2,Loyal
3366,9,69.42,152,918.28,1.4,3,1,At Risk
333,36,583.83,9,5233.52,4.87,7,0,Champions
3695,10,89.2,130,1610.08,0.67,2,2,At Risk
3569,9,148.32,163,695.32,1.27,3,3,At Risk
2729,14,86.27,105,1399.19,1.42,3,2,At Risk
3668,18,116.5,136,1102.18,0.75,2,3,At Risk
1631,18,113.94,71,2329.24,2.2,5,1,Loyal
1117,21,269.81,37,3752.88,2.77,6,0,Loyal
1850,19,250.47,23,4881.2,3.37,4,2,Loyal
3555,6,78.85,191,874.43,0.9,4,2,At Risk
3154,14,97.36,141,894.18,1.26,4,1,At Risk
3266,8,88.13,158,1022.63,0.8,3,2,At Risk
1666,20,276.45,48,1675.08,2.51,6,0,Loyal
446,32,331.98,28,12378.7,3.7,6,1,Champions
2246,18,244.68,76,2177.4,1.76,3,1,Loyal
453,43,545.73,8,12661.16,5.43,6,1,Champions
1552,15,177.52,56,1964.25,2.35,4,2,Loyal
4435,4,62.24,240,72.13,0.29,2,0,Lost
2955,19,114.17,192,1485.5,0.67,3,2,At Risk
15,53,555.65,22,11958.99,4.3,6,1,Champions
3629,16,125.78,184,1351.73,1.42,3,3,At Risk
946,58,463.35,29,7778.53,3.47,6,0,Champions
248,38,354.48,6,9562.37,5.72,8,0,Champions
4698,7,78.03,315,565.57,0.31,1,1,Lost
361,34,568.9,6,8424.48,3.16,7,1,Champions
4657,3,49.04,204,74.71,0.28,1,0,Lost
1615,20,196.68,72,1682.86,2.77,5,1,Loyal
2304,25,241.13,71,3889.26,2.25,5,0,Loyal
4142,4,72.31,360,312.66,0.28,1,0,Lost
3169,10,68.08,187,524.12,0.53,3,2,At Risk
2479,30,211.9,85,3105.82,3.06,6,0,Loyal
4215,4,66.66,223,270.0,0.25,1,0,Lost
4181,4,50.96,243,186.94,0.37,2,1,Lost
4885,6,61.14,203,519.6,0.42,1,1,Lost
3164,7,69.67,113,1096.82,0.97,2,1,At Risk
491,55,553.36,20,11478.17,4.48,6,0,Champions
863,32,512.03,4,11972.09,5.5,9,1,Champions
1741,22,248.0,39,2795.31,2.09,3,0,Loyal
4100,3,63.1,236,576.53,0.32,1,1,Lost
4386,5,67.17,213,405.4,0.21,2,1,Lost
2448,23,241.51,84,2242.63,3.01,4,1,Loyal
4231,4,33.08,262,588.22,0.27,2,0,Lost
507,53,487.77,16,12753.46,4.93,7,1,Champions
2678,11,95.87,166,613.15,1.24,4,1,At Risk
2996,12,74.49,157,1155.62,0.82,4,1,At Risk
1943,31,208.15,53,2497.0,3.16,4,1,Loyal
1223,27,268.22,40,4018.93,2.88,4,1,Loyal
1114,28,128.1,50,4355.37,2.14,6,1,Loyal
1906,23,194.27,46,1951.51,3.31,6,1,Loyal
3424,19,139.4,100,1079.74,0.97,4,2,At Risk
1878,24,246.19,56,2787.25,1.59,4,0,Loyal
4673,5,69.73,328,533.4,0.41,1,0,Lost
434,50,499.1,24,7993.96,3.81,7,1,Champions
2365,27,251.19,67,2558.34,1.93,5,1,Loyal
3155,8,145.46,127,860.81,1.43,3,3,At Risk
2836,12,101.15,181,1379.0,1.41,4,1,At Risk
2093,15,184.51,36,3300.68,3.13,5,0,Loyal
3011,5,52.67,147,1731.88,0.73,4,2,At Risk
3163,17,101.7,178,1854.73,0.97,3,2,At Risk
2946,13,110.91,172,645.05,0.93,4,3,At Risk
3917,1,20.41,214,496.27,0.46,2,0,Lost
2917,8,71.93,125,819.77,0.53,3,3,At Risk
1103,26,229.12,22,4154.43,3.04,5,1,Loyal
1449,27,271.55,25,2078.11,3.37,3,0,Loyal
1721,34,232.27,34,2254.14,2.21,3,2,Loyal
4519,3,50.5,202,213.87,0.4,2,1,Lost
3843,3,78.27,331,251.93,0.28,1,1,Lost
157,41,372.72,2,10214.46,3.52,8,1,Champions
2979,10,111.77,178,1543.15,1.4,2,2,At Risk
1774,30,154.56,41,4429.58,3.42,5,0,Loyal
616,54,509.24,22,12701.58,5.84,6,1,Champions
644,34,588.9,21,5578.44,4.34,8,0,Champions
1936,27,120.7,79,3188.77,3.28,3,1,Loyal
4278,6,54.92,309,90.51,0.16,1,1,Lost
1069,25,153.65,32,2685.25,1.79,3,2,Loyal
4455,7,36.76,241,478.69,0.49,2,1,Lost
4155,5,40.72,237,110.69,0.28,1,1,Lost
4240,5,23.64,304,337.2,0.46,2,1,Lost
4869,3,59.92,313,525.1,0.31,1,0,Lost
331,30,354.58,24,8879.87,3.04,7,0,Champions
2058,25,139.01,50,3852.4,3.14,4,2,Loyal
2647,10,51.85,190,1473.19,0.55,2,2,At Risk
2192,24,161.69,53,3598.0,3.16,6,0,Loyal
623,59,308.77,25,10179.61,5.15,7,1,Champions
1596,25,195.66,23,2743.92,2.69,5,2,Loyal
2916,10,68.56,131,740.63,1.48,2,2,At Risk
4822,2,51.94,271,259.84,0.3,2,1,Lost
3899,5,51.42,309,588.68,0.35,2,0,Lost
1920,26,246.86,38,1877.5,2.55,4,2,Loyal
4174,2,22.44,350,255.94,0.32,1,1,Lost
4478,5,67.62,216,275.58,0.14,2,1,Lost
756,46,470.26,13,10771.23,3.48,9,1,Champions
519,45,405.21,4,7761.7,3.86,9,0,Champions
3804,7,72.99,234,467.43,0.23,1,1,Lost
33,55,404.48,26,10052.07,3.74,8,0,Champions
2938,7,80.42,136,508.85,0.78,2,1,At Risk
1158,28,290.88,25,4452.55,2.19,3,1,Loyal
745,59,510.74,18,7888.85,4.15,8,1,Champions
1498,19,162.54,88,2941.98,1.95,3,2,Loyal
3460,12,52.23,143,785.33,1.33,4,1,At Risk
3756,1,70.96,253,77.56,0.39,1,0,Lost
2592,7,102.47,103,1178.53,1.46,4,2,At Risk
784,54,374.13,17,13925.58,3.47,6,0,Champions
3494,7,70.64,139,1291.73,0.54,2,2,At Risk
2950,6,136.89,148,1506.2,1.06,3,2,At Risk
230,57,528.74,26,9218.28,5.41,7,1,Champions
858,37,401.1,18,10138.54,4.99,6,0,Champions
2267,27,147.69,72,4067.11,3.04,4,1,Loyal
4275,3,64.89,355,386.25,0.11,1,0,Lost
409,49,303.3,21,13655.77,5.66,7,0,Champions
171,32,542.96,16,9345.96,5.69,7,1,Champions
541,39,503.89,11,8876.49,4.88,6,0,Champions
2211,33,271.75,45,1673.69,1.74,3,1,Loyal
2305,26,197.85,77,2229.26,3.18,6,0,Loyal
2568,9,117.81,134,1930.65,0.62,2,3,At Risk
614,34,512.51,24,6255.5,3.95,9,1,Champions
2102,18,255.59,69,3640.52,3.1,3,2,Loyal
1809,26,107.6,80,2874.48,3.07,6,1,Loyal
3439,14,120.98,195,1390.81,1.36,4,1,At Risk
1162,32,150.48,48,2819.89,1.9,3,1,Loyal
4226,6,33.59,332,368.01,0.19,2,1,Lost
3120,11,63.4,174,959.02,0.86,2,2,At Risk
3653,15,121.27,100,891.69,0.89,4,1,At Risk
1611,17,202.14,31,1872.96,1.64,4,2,Loyal
1933,21,114.25,56,3210.73,2.14,4,1,Loyal
3028,18,117.06,185,1297.73,1.43,2,1,At Risk
565,49,590.73,24,5523.55,3.51,8,0,Champions
3572,18,80.11,140,573.63,0.6,4,3,At Risk
4248,4,29.73,300,524.53,0.24,2,0,Lost
2389,26,183.03,62,1570.08,1.95,5,1,Loyal
1472,26,203.66,77,2176.05,1.74,6,1,Loyal
2631,16,84.34,112,587.3,1.31,4,1,At Risk
1836,32,162.21,46,4766.81,2.21,6,0,Loyal
4929,1,34.15,336,398.92,0.38,1,1,Lost
3476,15,76.72,120,696.2,0.59,4,1,At Risk
1534,26,261.51,36,3851.62,3.02,5,2,Loyal
4328,1,43.42,228,572.62,0.12,2,0,Lost
2485,26,296.52,64,3238.53,3.11,3,2,Loyal
4208,4,52.94,247,476.37,0.38,1,0,Lost
1173,31,106.57,64,4594.73,3.1,4,0,Loyal
1428,32,148.91,44,1725.42,2.68,4,2,Loyal
326,48,457.32,25,10054.55,5.35,6,0,Champions
1052,25,177.27,80,3364.49,2.16,4,1,Loyal
3320,10,81.78,177,827.26,1.25,3,1,At Risk
4722,5,40.07,357,145.18,0.44,2,0,Lost
3865,6,46.05,231,502.03,0.16,2,0,Lost
2604,19,130.72,195,1520.32,0.61,3,1,At Risk
1739,18,278.84,35,3706.82,3.28,6,0,Loyal
1197,30,224.4,45,4309.38,1.89,5,1,Loyal
621,44,564.26,12,7933.09,5.89,6,0,Champions
1375,32,217.11,24,2057.87,3.38,4,2,Loyal
2880,19,91.13,139,1426.46,1.13,4,3,At Risk
1190,29,245.26,58,4072.58,2.61,6,0,Loyal
329,49,467.89,18,5389.96,4.96,9,1,Champions
649,55,581.17,2,10444.82,5.25,8,1,Champions
898,43,341.9,25,5516.69,3.29,6,1,Champions
3883,3,54.68,356,464.99,0.21,1,0,Lost
1124,20,292.04,28,3507.79,2.91,3,1,Loyal
1892,22,169.25,41,4047.17,2.17,3,2,Loyal
4644,4,57.12,240,390.34,0.35,1,0,Lost
4792,2,66.98,215,312.65,0.21,2,0,Lost
4530,7,52.43,269,441.81,0.24,1,1,Lost
4235,6,24.79,329,97.76,0.18,2,1,Lost
1594,17,165.72,69,3799.73,2.18,4,1,Loyal
3313,19,65.29,117,1003.27,0.86,2,3,At Risk
2548,6,77.32,94,885.82,0.68,2,3,At Risk
1546,29,111.99,32,3176.48,2.09,5,1,Loyal
4337,5,59.52,211,376.05,0.34,1,0,Lost
1024,31,132.72,76,4451.12,1.95,4,0,Loyal
1972,32,266.64,74,2507.93,3.14,5,2,Loyal
4989,6,28.47,342,303.95,0.24,1,0,Lost
1715,16,279.26,26,2260.28,2.95,5,1,Loyal
1718,34,241.15,32,2476.38,2.7,5,2,Loyal
1478,27,283.03,84,4415.44,1.82,5,0,Loyal
810,43,403.78,4,9252.28,4.62,6,1,Champions
2851,9,126.08,157,1830.81,1.47,3,1,At Risk
979,31,302.27,9,14650.15,5.94,9,1,Champions
4688,3,28.79,286,235.81,0.33,2,1,Lost
4896,5,49.61,296,287.14,0.4,1,0,Lost
1685,30,184.37,33,4434.75,2.81,3,0,Loyal
4661,6,37.31,319,389.51,0.31,2,0,Lost
1515,25,151.96,59,1572.25,2.27,6,1,Loyal
2405,22,199.85,43,2287.06,2.45,3,0,Loyal
2022,21,158.59,30,1575.77,1.85,3,0,Loyal
4554,4,69.03,352,522.71,0.2,1,0,Lost
1768,17,259.06,73,3669.64,2.35,3,1,Loyal
175,44,478.69,16,9433.8,3.05,7,0,Champions
1555,19,172.66,73,2412.22,2.89,5,1,Loyal
4216,6,25.41,206,442.01,0.36,1,0,Lost
1483,31,112.9,40,4840.41,2.98,5,0,Loyal
4462,3,31.84,246,414.83,0.28,2,0,Lost
218,50,341.78,2,5870.93,4.12,9,0,Champions
3915,7,69.87,253,214.29,0.18,2,1,Lost
3721,17,73.47,130,1779.21,1.24,4,2,At Risk
691,48,382.26,21,7091.85,5.7,8,0,Champions
2578,12,64.59,106,1430.16,1.44,2,1,At Risk
2234,31,253.93,32,2897.91,1.69,5,0,Loyal
2239,30,256.79,71,1646.9,1.96,4,2,Loyal
1107,23,298.37,41,4917.76,2.84,3,1,Loyal
1790,15,204.35,81,4271.01,2.62,6,1,Loyal
3189,11,115.06,115,1599.11,0.71,2,3,At Risk
2437,33,239.05,81,2960.72,2.08,4,2,Loyal
612,45,555.17,29,10212.96,4.83,9,0,Champions
3661,13,53.79,107,1778.08,1.42,2,1,At Risk
3712,11,99.4,143,1370.48,1.02,4,1,At Risk
577,55,461.09,13,7953.01,4.31,8,0,Champions
2064,27,184.97,65,3766.84,2.9,5,0,Loyal
4436,2,24.69,281,87.92,0.14,1,1,Lost
1181,18,238.22,38,2923.19,2.92,3,0,Loyal
889,33,589.54,5,5114.18,4.65,7,1,Champions
3129,16,59.76,155,676.47,0.82,4,1,At Risk
1733,26,221.33,46,3157.49,2.35,3,2,Loyal
2664,16,102.68,162,1065.99,0.54,3,2,At Risk
818,31,446.0,4,14730.78,4.54,9,1,Champions
3278,14,136.17,123,1531.06,1.05,3,3,At Risk
1860,32,254.85,22,2207.97,3.43,6,2,Loyal
209,56,569.87,20,5367.21,3.22,7,1,Champions
294,52,367.38,13,14166.35,3.09,9,1,Champions
1120,30,188.07,54,3692.7,3.23,4,2,Loyal
2214,32,154.34,74,3020.48,2.44,4,0,Loyal
1610,17,231.87,62,2935.94,3.03,5,1,Loyal
1265,15,295.85,82,4998.24,2.34,4,1,Loyal
991,35,392.19,1,14447.36,3.68,6,0,Champions
4198,2,53.11,227,346.87,0.38,1,0,Lost
1617,17,123.08,89,3806.03,1.61,4,2,Loyal
354,46,516.68,7,12619.02,3.63,7,0,Champions
4558,6,59.75,223,192.01,0.35,2,1,Lost
2023,26,174.71,32,3320.07,2.07,5,1,Loyal
3691,16,149.68,147,1056.73,0.81,4,3,At Risk
2556,16,128.7,151,883.93,0.98,4,2,At Risk
3049,17,77.37,171,1581.24,0.54,4,2,At Risk
1229,34,169.77,22,1951.63,1.76,6,1,Loyal
260,38,579.64,14,10936.61,3.94,7,0,Champions
1520,16,119.74,50,1535.25,2.87,5,2,Loyal
1778,21,211.18,30,1971.79,2.33,5,1,Loyal
4740,2,33.65,264,66.1,0.27,2,0,Lost
1771,31,265.89,48,3869.85,1.7,4,1,Loyal
4354,4,75.22,361,271.27,0.33,1,1,Lost
53,49,345.57,4,10407.94,5.76,7,1,Champions
3474,15,129.8,100,869.54,0.89,4,3,At Risk
4684,2,31.61,313,401.87,0.2,1,1,Lost
4412,7,32.23,307,473.68,0.39,1,1,Lost
2410,31,213.9,43,2504.96,2.84,6,2,Loyal
2788,6,52.27,120,1747.87,1.4,4,2,At Risk
2345,28,236.21,32,4230.91,3.25,5,0,Loyal
1034,33,163.29,63,4563.23,2.03,3,2,Loyal
1098,18,289.55,27,3482.97,1.74,3,1,Loyal
544,51,535.9,17,5043.63,4.37,6,0,Champions
1047,33,163.08,36,2613.53,2.21,4,2,Loyal
1895,26,120.19,39,3959.77,1.59,3,2,Loyal
4377,6,29.64,254,342.58,0.23,2,1,Lost
31,30,431.24,28,13824.16,3.64,8,0,Champions
726,46,393.11,17,10650.85,3.76,6,0,Champions
4962,7,49.81,207,129.4,0.4,2,0,Lost
4719,5,48.57,240,112.16,0.16,1,1,Lost
3904,2,32.5,284,211.84,0.33,2,1,Lost
1427,20,153.43,70,4701.63,3.42,5,0,Loyal
2498,20,249.92,61,2406.64,1.5,4,0,Loyal
437,57,364.48,1,7787.6,3.44,9,0,Champions
2471,30,189.16,37,2087.66,1.7,5,2,Loyal
913,35,504.97,1,12966.81,5.42,6,0,Champions
4223,5,48.57,230,376.02,0.38,1,0,Lost
4353,7,30.08,306,84.18,0.14,2,1,Lost
4513,3,47.02,340,126.47,0.3,1,1,Lost
4444,5,36.09,356,561.33,0.18,2,1,Lost
2288,33,154.96,63,2006.98,1.68,3,0,Loyal
4598,2,47.51,361,130.96,0.36,1,0,Lost
1239,24,207.42,71,1689.95,3.36,4,1,Loyal
904,32,590.97,1,10527.07,5.26,7,1,Champions
3621,7,104.97,148,1548.41,1.26,3,1,At Risk
3232,17,128.27,120,1722.91,0.55,2,3,At Risk
2860,15,95.21,100,1532.34,1.32,4,1,At Risk
508,42,565.79,28,7714.09,3.69,8,0,Champions
3222,14,149.34,129,1243.97,1.49,4,3,At Risk
184,56,581.5,13,9876.67,5.17,7,0,Champions
1565,26,166.2,63,4435.47,2.62,4,0,Loyal
2705,5,117.38,181,807.62,0.6,3,2,At Risk
322,33,469.45,5,11882.74,4.23,6,1,Champions
3564,9,127.42,132,753.5,0.72,4,2,At Risk
1539,25,219.52,26,4527.72,1.74,4,1,Loyal
1838,18,102.16,71,4787.67,3.4,6,0,Loyal
2381,16,245.24,85,2836.94,1.72,4,2,Loyal
1913,21,251.51,22,2718.05,1.55,5,1,Loyal
1841,28,254.58,76,4170.39,2.74,3,1,Loyal
2116,19,262.52,55,4970.01,1.69,4,0,Loyal
4438,3,36.57,220,63.43,0.29,1,1,Lost
1147,26,177.45,31,3225.56,2.77,6,1,Loyal
2487,23,257.59,66,2132.86,2.15,6,0,Loyal
45,44,594.01,17,10274.0,4.63,9,0,Champions
2155,19,268.59,74,4252.92,1.88,6,1,Loyal
1527,16,291.58,58,4650.82,2.64,3,1,Loyal
4856,6,49.17,236,295.37,0.18,2,0,Lost
1379,21,245.88,41,3078.18,3.05,6,0,Loyal
1766,21,237.64,22,2851.48,2.77,5,1,Loyal
3013,11,55.77,180,956.47,0.81,3,2,At Risk
414,46,480.16,4,10735.29,5.99,6,0,Champions
4285,4,30.88,236,365.28,0.44,2,1,Lost
1408,19,236.34,38,2051.96,2.6,3,0,Loyal
1659,20,251.44,82,2893.02,3.03,5,2,Loyal
802,38,321.66,20,8321.91,5.26,8,1,Champions
1289,27,168.23,70,2567.08,2.32,4,0,Loyal
2183,32,108.02,35,2496.36,2.56,6,1,Loyal
2589,9,126.5,172,1424.46,0.84,3,3,At Risk
2616,19,141.42,171,1976.69,0.88,4,1,At Risk
2319,32,246.97,46,4350.94,2.32,6,1,Loyal
257,56,483.44,16,11685.73,5.15,8,0,Champions
4542,6,79.97,307,513.66,0.18,1,0,Lost
1730,17,149.75,33,4517.73,2.4,3,0,Loyal
1152,23,150.43,86,3656.76,1.77,5,1,Loyal
4145,6,43.31,278,93.29,0.38,2,1,Lost
648,39,330.75,27,14913.28,4.99,9,0,Champions
2909,10,55.12,190,559.89,0.71,2,2,At Risk
1703,28,170.54,81,3992.66,1.63,3,2,Loyal
1882,32,272.91,84,4597.06,2.92,5,0,Loyal
3769,7,30.87,233,162.57,0.46,1,1,Lost
1316,24,281.81,34,1872.29,2.88,6,1,Loyal
2270,28,121.05,57,2004.47,3.28,6,1,Loyal
1967,29,196.02,23,3688.26,3.21,3,1,Loyal
2466,33,188.95,45,4466.49,3.17,5,1,Loyal
3856,1,40.36,339,415.64,0.19,2,0,Lost
1351,17,263.56,38,2389.62,3.29,4,1,Loyal
3297,14,115.56,109,976.62,0.78,4,2,At Risk
113,37,449.53,13,6107.21,4.51,7,0,Champions
3134,13,149.27,129,1829.03,0.53,4,1,At Risk
264,46,512.17,3,11125.73,5.72,6,0,Champions
1394,34,266.13,70,2370.86,2.94,6,0,Loyal
1879,20,157.54,84,1589.07,1.74,4,2,Loyal
1187,31,171.32,62,3296.26,1.71,5,1,Loyal
3072,5,94.15,155,939.48,0.78,4,2,At Risk
57,48,403.7,25,13216.37,4.11,9,1,Champions
1310,31,171.25,45,2807.72,2.91,6,2,Loyal
696,55,363.93,10,13537.85,5.4,8,0,Champions
2953,7,52.02,92,1805.4,1.36,2,3,At Risk
1727,27,267.18,64,4891.23,1.75,5,0,Loyal
2092,30,159.61,35,2564.86,1.65,3,1,Loyal
3870,5,24.29,336,219.41,0.31,2,0,Lost
320,57,310.96,19,14880.36,3.72,8,1,Champions
4321,6,70.84,283,579.01,0.27,2,0,Lost
683,40,381.98,20,7747.04,5.71,7,0,Champions
3842,7,66.21,261,385.15,0.36,1,0,Lost
3214,18,72.83,170,1624.07,0.54,4,2,At Risk
2003,30,276.2,59,2296.22,3.0,4,2,Loyal
4783,6,61.91,204,195.77,0.24,2,0,Lost
4151,5,56.26,278,122.55,0.4,2,0,Lost
287,48,419.45,29,7753.81,5.33,8,1,Champions
1889,15,155.19,49,4374.2,2.48,6,1,Loyal
2338,30,285.26,45,4585.99,3.31,5,2,Loyal
2521,6,120.87,192,1154.31,1.06,4,3,At Risk
2278,34,146.61,39,3647.35,1.7,4,0,Loyal
2128,23,166.55,89,3404.64,1.64,4,1,Loyal
3500,10,61.12,125,1817.95,0.92,2,2,At Risk
4212,2,26.03,243,298.69,0.27,1,1,Lost
2084,33,138.91,38,4275.53,3.01,4,1,Loyal
737,41,311.89,19,13480.42,3.25,7,1,Champions
4802,4,31.62,336,324.55,0.18,2,1,Lost
337,40,422.62,3,14000.83,4.86,9,1,Champions
2597,8,66.81,187,1429.13,0.74,2,1,At Risk
2772,8,78.46,92,803.42,1.27,2,3,At Risk
3705,13,131.1,172,654.09,1.24,4,3,At Risk
4405,3,74.88,232,417.38,0.46,2,0,Lost
1072,27,102.02,21,1551.83,2.72,5,0,Loyal
2291,25,290.28,54,2986.21,1.59,5,1,Loyal
1673,30,118.62,78,2930.59,2.52,4,0,Loyal
4084,5,30.01,307,534.42,0.38,1,0,Lost
4251,4,77.71,248,401.77,0.11,2,0,Lost
4114,1,48.27,359,256.38,0.18,1,1,Lost
4409,3,55.11,226,400.13,0.26,2,1,Lost
3367,13,97.71,151,1793.86,0.78,2,2,At Risk
1489,34,152.86,23,4711.1,1.6,6,0,Loyal
499,36,508.89,26,11826.17,5.29,9,0,Champions
4383,1,35.68,320,209.64,0.23,2,0,Lost
3480,7,65.42,111,1430.62,0.63,4,1,At Risk
2582,14,99.85,180,763.47,1.13,4,3,At Risk
3124,7,135.78,154,1211.82,0.77,4,3,At Risk
2922,15,56.76,199,813.79,1.38,3,2,At Risk
4378,1,48.42,249,460.75,0.4,1,1,Lost
2645,12,117.67,152,1595.02,0.77,4,2,At Risk
4287,6,46.34,254,142.94,0.33,1,0,Lost
4041,7,54.58,339,343.54,0.48,1,1,Lost
2035,29,233.7,21,2995.92,2.82,5,2,Loyal
1023,34,226.24,74,3441.09,1.76,3,2,Loyal
2283,23,169.92,64,2494.21,1.54,3,0,Loyal
4887,4,78.15,364,200.11,0.19,2,0,Lost
4220,6,30.14,284,371.89,0.31,1,0,Lost
3064,18,145.44,185,1778.56,0.51,2,3,At Risk
4366,4,25.15,201,353.15,0.2,2,1,Lost
666,53,306.64,2,14174.86,3.81,7,1,Champions
3933,1,77.75,273,147.94,0.35,2,0,Lost
2639,8,102.03,134,1412.86,1.2,3,1,At Risk
3177,11,79.8,111,809.82,0.76,2,2,At Risk
4266,6,45.32,230,415.96,0.43,2,1,Lost
3122,14,140.82,197,902.22,0.96,4,3,At Risk
1018,32,240.43,22,2294.1,1.95,5,2,Loyal
558,42,369.2,20,14568.0,4.46,8,1,Champions
